,Section_Name,Content,Section_Number
68,REFERENCES," Chuahan D, Pandey P, Ogata A, et al. Cytochrome c-dependent and -independent induction  of apoptosis in multiple myeloma cells. J Biol Chem. 1997;272(48):2995-2997.",12
69,REFERENCES," Chuahan D, Hideshima T, Rosen S, et al. Apaf 1/cytochrome c-independent and Smac- dependent induction of apoptosis in multiple myeloma (MM) cells. J Biol Chem. 2001;276(27):24453-6.",12
70,REFERENCES," Rice AG, Dillon M, Van Abbema AM and Afar D. HuLuc63 in Combination Regimens with  Conventional and Targeted Therapies has Additive and Synergistic Anti-Tumor Activity in    Pre-Clinical  Models  of  Myeloma.  Blood  (ASH  Annual  Meeting  Abstracts)  2007;110:Abstract 2517.",12
71,REFERENCES," Investigator Brochure for Elotuzumab, BMS 901608, Version No.: 10, 2014.",12
72,REFERENCES," Zonder JA, Mohrbacher AF, Singhal S, et al. A phase 1, multicenter, open-label, dose  escalation study of elotuzumab in patients with advanced multiple myeloma. Blood. 2012 Jul  19; 120(3): 552-559. Epub 2011 Dec 19.",12
73,REFERENCES," Jakubowiak AJ, Benson DM, Bensinger W, et al. Phase I Trial of Anti-CS1 Monoclonal  Antibody Elotuzumab  in Combination  With Bortezomib  in the Treatment of  Relapsed/Refractory Multiple Myeloma. J Clin Oncol. 2012;30(16):1960-1965.",12
74,REFERENCES," Blade J, Samson D, Reece D, et al. Criteria for evaluating disease response and progression  in patients with multiple myeloma treated by high-dose therapy and haemopoietic stem cell  transplantation. Myeloma Subcommittee of the EBMT. European Group for Blood and Bone  Marrow Transplant. Br J Haematol. 1998;102:1115-1123.",12
75,REFERENCES," Durie BGM, Harousseau JL, Miguel JS, et al. International Uniform Response Criteria for  Multiple Myeloma. Leukemia 2006;1467-73.",12
76,REFERENCES," Lonial S, Vij R, Harousseau JL, et al. Elotuzumab in combination with lenalidomide and  low-dose dexamethasone in relapsed or refractory multiple myeloma. J Clin Oncol.  2012;30(16):1953-1959.",12
77,REFERENCES," Lonial S, Jagannath S, Moreau P, et al. Phase (Ph) I/II study of elotuzumab (Elo) plus  lenalidomide/dexamethasone (Len/Dex) in relapsed/refractory multiple myeloma (RR MM):  Updated Ph II results and Ph I/II long-term safety. J Clin Oncol. 2013;31: (suppl; abstr 8542).",12
78,REFERENCES," Dimopoulos M, Spencer A, Attal M, et al. Lenalidomide plus dexamethasone for relapsed or  refractory multiple myeloma. N Engl J Med. 2007; 357:2123-2132.",12
79,REFERENCES," Weber DM, Chen C, Niesvizky R, et al. Lenalidomide plus dexamethasone for relapsed  multiple myeloma in North America. N Engl J Med. 2007;357:2133-2142.",12
80,REFERENCES," Harousseau JL, Dimopoulos MA, Wang M, et al. The quality of response to lenalidomide  plus dexamethasone is associated with improved clinical outcomes in patients with relapsed  or refractory multiple myeloma. Haematologica 2010 Oct;95(10):1738-1744.",12
81,REFERENCES," Benboubker L, Dimopoulos MA, Dispenzieri A, et al. Lenalidomide and dexamethasone in  transplant-ineligible patients with myeloma. N Engl J Med. 2014;371(10): 906-917.",12
82,REFERENCES," Zonder J, Crowley J, Hussein MA, et al. Lenalidomide and high-dose dexamethasone  compared with dexamethasone as initial therapy for multiple myeloma: a randomized  Southwest Oncology Group trial (S0232). Blood 2010;116(26):5838-5841.",12
83,REFERENCES," Rajkumar SV, Jacobus S, Callander NS, et al. Lenalidomide plus high-dose dexamethasone  versus lenalidomide plus low-dose dexamethasone as initial therapy for newly diagnosed  multiple myeloma: an open-label randomised controlled trial. Lancet Oncol. 2010;11:29-37.",12
84,REFERENCES,"   Palumbo A, Rajkumar SV, San Miguel JF, et al. IMWG. International Myeloma Working  Group consensus statement for the management, treatment, and supportive care of patients  with myeloma not eligible for standard autologous stem-cell transplantation. J Clin Oncol.  2014 Feb 20;32(6):587-600.",12
85,REFERENCES, National Comprehensive Cancer Network (NCCN) Clinical practice guidelines in oncology  for Multiple Myeloma. Version 2. 2014.,12
86,REFERENCES," San Miguel JF, Richardson PG, Sonneveld P, et al. Efficacy and safety of bortezomib in  patients with renal impairment: results from the APEX phase 3 study. Leukemia 2008;22(4):842-849.",12
87,REFERENCES," Chen M, Lau H, Kong L, et al. Pharmacokinetics of Lenalidomide in subjects with various  degrees of renal impairment and in subjects on hemodialysis. J Clin Pharmacol. 2007  Dec;47(12):1466-1475.",12
88,REFERENCES," Dimopoulos MA, Christoulas D, Roussou M, et al. Lenalidomide and dexamethasone for the  treatment of refractory/relapsed multiple myeloma: dosing of lenalidomide according to renal  function and effect on renal impairment. Eur J Haematol. 2010 Jul;85(1):1-5.",12
89,REFERENCES," Dimopoulos MA, et al. The efficacy and safety of lenalidomide plus dexamethasone in  relapsed and/or refractory multiple myeloma patients with impaired renal function. Cancer  2010;116:3807-3814  Ozols RF, Bundy BN, Greer BE, et al. Gynecologic Oncology Group. Phase III trial of  carboplatin and paclitaxel compared with cisplatin and paclitaxel in patients with optimally  resected stage III ovarian cancer: a Gynecologic Oncology Group study. J Clin Oncol. 2003  Sep 1;21(17):3194-3200.",12
90,REFERENCES," Parikh B, Khanolkar S, Advani SH, et al. Safety profile of single-dose dexamethasone  premedication for paclitaxel. J Clin Oncol. 1996 Jul;14(7):2189-90.",12
91,REFERENCES," Czock D, Keller F, Rasche FM, et al. Pharmacokinetics and pharmacodynamics of  systemically administered glucocorticoids. Clin Pharmacokinet. 2005;44(1):61-98. Review.",12
92,REFERENCES," Kyle RA, Yee GC, Somerfield MR, et al. American Society of Clinical Oncology. American  Society of Clinical Oncology 2007 clinical practice guideline update on the role of  bisphosphonates in multiple myeloma. J Clin Oncol. 2007;25(17):2464-2472.",12
93,REFERENCES,  ,12
94,ETHICAL CONSIDERATIONS,,2
95,Good Clinical Practice,"This study will be conducted in accordance with the standards specified by Article 14 Paragraph  3 and Article 80-2 of the Pharmaceutical Affairs Law (PAL) in Japan, and Good Clinical  Practice (J-GCP), as defined by the International Conference on Harmonisation (ICH) and the  Ministerial Ordinance Concerning the Standards for the Implementation of Clinical Studies on  Pharmaceutical Products and concerning notifications in Japan, and in accordance with the  ethical principles underlying European Union Directive 2001/20/EC, the United States Code of  Federal Regulations, Title 21, Part 50 (21CFR50) and J-GCP. article 1.",2.1
96,Good Clinical Practice,The study will be conducted in compliance with the protocol. The protocol and any amendments  and the subject informed consent will receive Institutional Review Board (IRB) approval prior to  initiation of the study.,2.1
97,Good Clinical Practice,"All potential serious breaches must be reported to BMS immediately. A serious breach is a  breach of the conditions and principles of GCP in connection with the study or the protocol,  which is likely to affect, to a significant degree, the safety or physical or mental integrity of the  subjects of the study or the scientific value of the study.",2.1
98,Good Clinical Practice,"Personnel involved in conducting this study will be qualified by education, training, and  experience to perform their respective tasks.",2.1
99,Good Clinical Practice,"   This study will not use the services of study personnel where sanctions have been invoked or  where there has been scientific misconduct or fraud (eg, loss of medical licensure, debarment).",2.1
100,Institutional Review Board,"Before study initiation, BMS and the investigator must have written and dated approval from the  IRB for the protocol, consent form, subject recruitment materials (eg, advertisements), and any  other written information to be provided to subjects, which are submitted to by BMS via the head  of the study sites. BMS should also provide the IRB via the head of the study site with a copy of  the Investigator Brochure or product labeling information to be provided to subjects and any  updates.",2.2
101,Institutional Review Board,"The investigator or BMS should provide the IRB via the head of the study site with reports,  updates and other information (eg, expedited safety reports, amendments, and administrative  letters) according to regulatory requirements or institution procedures.",2.2
102,Informed Consent,"Investigators must ensure that subjects are clearly and fully informed about the purpose, potential  risks, and other critical issues regarding clinical studies in which they volunteer to participate.",2.3
103,Informed Consent,"In situations where consent cannot be given to subjects, their legally acceptable representatives (as per country guidelines) are clearly and fully informed about the purpose, potential risks, and  other critical issues regarding clinical studies in which the subject volunteers to participate.",2.3
104,Informed Consent,"BMS will provide the investigator with an appropriate sample informed consent form which will  include all elements required by ICH, GCP and applicable regulatory requirements. The sample  informed consent form will adhere to the ethical principles that have their origin in the  Declaration of Helsinki.",2.3
105,Informed Consent,"Investigators must: 1) Provide a copy of the consent form and written information about the study in the language  in which the subject is most proficient prior to clinical study participation. The language  must be non-technical and easily understood.  2) Allow time necessary for subject or subject's legally acceptable representative to inquire  about the details of the study. 3) Obtain an informed consent signed and personally dated by the subject or the subject's  legally acceptable representative and by the person who conducted the informed consent  discussion.  4) Obtain the IRBs written approval of the written informed consent form and any other  information to be provided to the subjects, via the head of the study site, prior to the  beginning of the study, and after any revisions are completed for new information.",2.3
106,Informed Consent,"   5) If informed consent is initially given by a subjects legally acceptable representative or legal  guardian, and the subject subsequently becomes capable of making and communicating his  or her informed consent during the study, consent must additionally be obtained from the  subject. 6) Revise the informed consent whenever important new information becomes available that is  relevant to the subject's consent. The investigator, or a person designated by the head of the  study site, should fully inform the subject or the subject's legally acceptable representative or  legal guardian, of all pertinent aspects of the study and of any new information relevant to  the subject's willingness to continue participation in the study. This communication should be  documented.",2.3
107,Informed Consent,"The confidentiality of records that could identify subjects must be protected, respecting the  privacy and confidentiality rules applicable to regulatory requirements, and the subjects' signed  ICF.",2.3
108,Informed Consent,"The consent form must also include a statement that BMS, the IRB, and regulatory authorities  have direct access to subject records.",2.3
109,Informed Consent,"Subjects unable to give their written consent (eg, stroke or subjects with or severe dementia) may  only be enrolled in the study with the consent of a legally acceptable representative. The subject  must also be informed about the nature of the study to the extent compatible with his or her  understanding, and should this subject become capable, he or she should personally sign and date  the consent form as soon as possible. The explicit wish of a subject who is unable to give his or  her written consent, but who is capable of forming an opinion and assessing information to  refuse participation in, or to be withdrawn from, the clinical study at any time should be  considered by the investigator.",2.3
110,Informed Consent,"The rights, safety, and well-being of the study subjects are the most important considerations and  should prevail over interests of science and society.",2.3
111,INVESTIGATIONAL PLAN,,3
112,Study Design and Duration,"This  is  a  Phase  2,  randomized, open-label,  multi-center  trial  investigating  lenalidomide/dexamethasone with and without elotuzumab in subjects with newly diagnosed,  previously untreated multiple myeloma who are ineligible for high-dose therapy plus stem-cell  transplantation (SCT) because of age ( 65 years) or coexisting conditions.",3.1
113,Study Design and Duration,Eligible  subjects  will  be  randomized  in  a  1:1  ratio  to  receive  either  elotuzumab/lenalidomide/dexamethasone  (ELd) [Investigational  Arm] or  lenalidomide/dexamethasone (Ld) [Control Arm]. The randomization will be stratified by  International Staging System (ISS) stage (1 - 2 versus 3). Approximately eighty subjects in total  will be randomized to either arm.,3.1
114,Study Design and Duration,The study design schematic is presented in Figure 3.1-1 .,3.1
115,Study Design and Duration,  ,3.1
116,Post Study Access to,"At the conclusion of the study, subjects who continue to demonstrate clinical benefit will be  eligible to receive BMS supplied study drug up to 12 months after the approval of investigational  product by the responsible health authority or until the investigational product becomes  commercially available within the country, whichever occurs sooner. Study drug will be  provided via an extension of the study, a rollover study requiring approval by responsible health    authorities and ethics committee, or through another mechanism at the discretion of BMS. BMS  reserves the right to terminate access to study drug if any of the following occur:  a) the marketing application is rejected by the responsible health authority; b) the study is  terminated due to safety concerns; c) the subject can obtain medication from a government  sponsored or private health program; or d) therapeutic alternatives become available in the local  market.",3.2
117,Study Population,,3.3
118,Inclusion Criteria,"1. Signed Written Informed Consent a) Subject is, in the investigators opinion, willing and able to comply with the protocol  requirements.",3.3.1
119,Inclusion Criteria,"b) Subject has given voluntary written informed consent before performance of any study  related procedure not part of normal medical care, with the understanding that consent  may be withdrawn by the subject at any time without prejudice to their future medical  care.",3.3.1
120,Inclusion Criteria,2. Target Population a) Eastern Cooperative Oncology Group (ECOG) performance status 2.,3.3.1
121,Inclusion Criteria,b) Life-expectancy > 3 months.,3.3.1
122,Inclusion Criteria,"c) Newly diagnosed, untreated, symptomatic, documented myeloma AND; i) Who are not candidates for high-dose therapy plus SCT because of age ( 65 years)  or coexisting conditions. Refusal to undergo high dose therapy with SCT is NOT  sufficient for entry onto CA204116 for a subject < 65 years old. There must be a  comorbidity that prevents SCT for a subject < 65 years old, AND; ii) Measureable disease (patient must meet one of these criteria) (a) serum IgG M-protein 0.5 g/dL OR (b) serum IgA M-protein 0.5 g/dL OR (c) serum IgM M-protein 0.5 g/dL OR (d) Urine M-protein 200 mg/24-hour OR (e) Serum free light chain (sFLC) assay showing involved FLC level 10 mg/dL ( 100 mg/l) provided the serum FLC ratio is abnormal d) Subject Re-enrollment: This study does not permit the re-enrollment of a subject that has  discontinued the study as a pre-treatment failure.",3.3.1
123,Inclusion Criteria,"   3. Age and Reproductive Status a) Males and Females, ages 20 years, inclusive b) Subjects must be willing to refrain from blood donations during study drug therapy and  for 90 days after therapy.",3.3.1
124,Inclusion Criteria,"c) Women of childbearing potential (WOCBP) and men must be using 2 acceptable  methods of contraception to avoid pregnancy throughout the study for a period of at least  1 month (4 weeks) before study treatment and women for up to 120 days, men for up to  180 days after the last dose of study drug in such a manner that the risk of pregnancy is  minimized. See Section 3.3.3 for the definition of WOCBP and also refer to the Revlimid  risk management plan guidelines.",3.3.1
125,Inclusion Criteria,d) Women of childbearing potential (WOCBP) must have a negative serum or urine  pregnancy test (minimum sensitivity 25 IU/L or equivalent units of HCG) The first  should be performed within 10 - 14 days and the second within 24 hours prior to the start  of study drug. A prescription for lenalidomide for a female of childbearing potential must  not be issued by the prescriber until negative pregnancy tests have been verified by the  prescriber.,3.3.1
126,Inclusion Criteria,e) Women must not be breastfeeding.,3.3.1
127,Inclusion Criteria,"f) WOCBP must agree to follow instructions for method(s) of contraception for the duration  of  treatment  with  study  drug  (s),  elotuzumab  in  combination  with  lenalidomide/dexamethasone, plus the time to washout (90 days) plus 30 days (duration  of ovulatory cycle) for a total of 120 days post-treatment completion.",3.3.1
128,Inclusion Criteria,"g) Males who are sexually active with WOCBP must agree to follow instructions for  method(s) of contraception for the duration of treatment with study drug (s), elotuzumab  in combination with lenalidomide/dexamethasone, plus the time to washout (90 days) plus 90 days (duration of sperm turnover) for a total of 180 days post-treatment  completion.",3.3.1
129,Inclusion Criteria,h) Azoospermic males and WOCBP who are continuously not heterosexually active are  exempt from contraceptive requirements. However they must still undergo pregnancy  testing as described in this section.,3.3.1
130,Inclusion Criteria,Investigators shall counsel WOCBP and male subjects who are sexually active with WOCBP on  the importance of pregnancy prevention and the implications of an unexpected pregnancy  Investigators shall advise WOCBP and male subjects who are sexually active with WOCBP on  the use of highly effective methods of contraception. Highly effective methods of contraception  have a failure rate of < 1% when used consistently and correctly.,3.3.1
131,Inclusion Criteria,"At a minimum, subjects must agree to the use of two methods of contraception, with one method  being highly effective and the other method being either highly effective or less effective as  listed below:    HIGHLY EFFECTIVE METHODS OF CONTRACEPTION Progestogen only hormonal contraception associated with inhibition of ovulation.  Hormonal methods of contraception including oral contraceptive pills containing combined  estrogen + progesterone, vaginal ring, injectables, implants and intrauterine devices (IUDs)  such as Mirena   Nonhormonal IUDs, such as ParaGard   Bilateral tubal occlusion  Vasectomised partner with documented azoospermia 90 days after procedure Vasectomised partner is a highly effective birth control method provided that partner  is the sole sexual partner of the WOCBP trial participant and that the vasectomised  partner has received medical assessment of the surgical success.  Intrauterine hormone-releasing system (IUS)  Complete Abstinence Complete abstinence is defined as the complete avoidance of heterosexual intercourse  (refer to Glossary of Terms) Complete abstinence is an acceptable form of contraception for all study drugs and  must be used throughout the duration of the study treatment (plus the washout time of  the investigational drug plus 30 days). It is not necessary to use any other method of contraception when complete  abstinence is elected. Subjects who choose complete abstinence must continue to have pregnancy tests, as  specified in Section 6.4 . Acceptable alternate methods of highly effective contraception must be discussed in  the event that the subject chooses to forego complete abstinence. The reliability of sexual abstinence needs to be evaluated in relation to the duration of  the clinical trial and the preferred and usual lifestyle of the subject.",3.3.1
132,Inclusion Criteria,"LESS EFFECTIVE METHODS OF CONTRACEPTION Diaphragm with spermicide  Cervical cap with spermicide  Vaginal sponge with spermicide  Male or female condom with or without spermicide*  Progestogen-only oral hormonal contraception, where inhibition of ovulation is not the  primary mode of action * A male and female condom must not be used together    UNACCEPTABLE METHODS OF CONTRACEPTION Periodic abstinence (calendar, symptothermal, post-ovulation methods)  Withdrawal (coitus interruptus)  Spermicide only  Lactation amenorrhea method (LAM)",3.3.1
133,Exclusion Criteria,1. Target Disease Exceptions a) Subjects with non-secretory myeloma.,3.3.2
134,Exclusion Criteria,"b) Smoldering MM, defined as asymptomatic MM with absence of lytic bone lesions.",3.3.2
135,Exclusion Criteria,"c) Monoclonal Gammopathy of Undetermined Significance (MGUS) defined by all of the  following: serum M protein < 3 g/dL, absence of lytic bone lesions, anemia,  hypercalcemia and renal insufficiency related to monoclonal protein and (if determined)  proportion of plasma cells in the bone marrow of 10% or less.",3.3.2
136,Exclusion Criteria,d) Diagnosis of Waldenstrom's disease or other conditions in which IgM M protein is  present in the absence of a clonal plasma cell infiltration with lytic bone lesions.,3.3.2
137,Exclusion Criteria,e) Plasma cell leukemia (defined as either 20% of peripheral WBC comprised of  plasma/CD138 cells or an absolute count of 2 x 10 /L).,3.3.2
138,Exclusion Criteria,"2. Medical History and Concurrent Diseases a) POEMS syndrome (plasma cell dyscrasia with polyneuropathy, organomegaly,  endocrinopathy, monoclonal protein, and skin changes).",3.3.2
139,Exclusion Criteria,"b) Significant cardiac disease as determined by the investigator including: i) Known or suspected cardiac amyloidosis; ii) Congestive heart failure of Class III or IV of the NYHA classification; iii) Uncontrolled angina, hypertension or arrhythmia; iv) Myocardial infarction in past 6 months; v) Any uncontrolled or severe cardiovascular disease.",3.3.2
140,Exclusion Criteria,c) Prior cerebrovascular event with persistent neurologic deficit.,3.3.2
141,Exclusion Criteria,"d) Known HIV infection or active hepatitis A, B, or C.",3.3.2
142,Exclusion Criteria,"e) Any medical conditions that, in the investigators opinion, would impose excessive risk  to the subject. Examples of such conditions include: i) Any uncontrolled disease, such as pulmonary disease, infection, seizure disorder; ii) Active infection that requires parenteral anti-infective treatment; iii) Any altered mental status or any psychiatric condition that would interfere with the  understanding of the informed consent.",3.3.2
143,Exclusion Criteria,"   f) Prior or concurrent malignancy, except for the following: i) Adequately treated basal cell or squamous cell skin cancer; ii) Or any other cancer from which the subject has been disease-free for > 5 years.",3.3.2
144,Exclusion Criteria,"g) Unable to tolerate thromboembolic prophylaxis including, aspirin, Coumadin (warfarin)  or low-molecular weight heparin as clinically indicated.",3.3.2
145,Exclusion Criteria,"3. Physical and Laboratory Test Findings a) Corrected serum calcium 11.5 mg/dl within 2 weeks of randomization (despite appropriate measure such a short course of steroids, bisphosphonates, hydration,  calcitonin).",3.3.2
146,Exclusion Criteria,b) Absolute neutrophil count < 1000 cells/mm . No granulocyte colony stimulating factors  (G-CSF or GM-CSF) allowed within 1 week of randomization. No pegylated granulocyte  colony stimulating factors allowed within 3 weeks of randomization.,3.3.2
147,Exclusion Criteria,"c) Platelets < 75,000 cell/mm (75 x 10 /L). Qualifying laboratory value must occur at most  recent measurement prior to randomization and must be no more than 14 days prior to  randomization. No transfusions are allowed within 72 hours prior to qualifying laboratory  value.",3.3.2
148,Exclusion Criteria,d) Hemoglobin < 8 g/dL. Qualifying laboratory value must occur at most recent  measurement prior to randomization and must be no more than 14 days prior to  randomization. No transfusions are allowed within 72 hours prior to qualifying laboratory  value.,3.3.2
149,Exclusion Criteria,e) Total bilirubin 2 x ULN or direct bilirubin 2.0 mg/dL.,3.3.2
150,Exclusion Criteria,f) AST or ALT 3 x ULN.,3.3.2
151,Exclusion Criteria,"g) Creatinine clearance (CrCl) < 30 mL/min measured by 24-hour urine collection or  estimated by the Cockcroft and Gault formula: Female CrCl = (140 - age in years) x weight in kg x 0.85 / 72 x serum creatinine in  mg/dL Male CrCl = (140 - age in years) x weight in kg x 1.00 / 72 x serum creatinine in mg/dL 4. Prior Therapy or Surgery a) Administration of systemic chemotherapy, biologics, immunotherapy, clarithromycin or  any investigational agent (therapeutic or diagnostic) for multiple myeloma except  bisphosphonate therapy within 3 weeks prior to randomization.",3.3.2
152,Exclusion Criteria,b) Treatment with plasmapheresis within 4 weeks prior to randomization.,3.3.2
153,Exclusion Criteria,"c) Steroids within 3 weeks of randomization, except: i) short course (of 4 days) of 40 mg dexamethasone or equivalent for emergency use  (baseline M proteins must be drawn after this short course and prior to  randomization); ii) 10 mg prednisone or equivalent per day;    iii) Steroid with little to no systemic absorption (ie, topical or inhaled steroids).",3.3.2
154,Exclusion Criteria,d) Major surgery within 4 weeks prior to randomization (kyphoplasty is not considered  major surgery); subjects should have been fully recovered from any surgical related  toxicities.,3.3.2
155,Exclusion Criteria,"5. Allergies and Adverse Drug Reaction a) Known hypersensitivity to lenalidomide, dexamethasone, any excipients in the  elotuzumab formulation or recombinant protein.",3.3.2
156,Exclusion Criteria,"6. Other Exclusion Criteria a) Prisoners or subjects who are involuntarily incarcerated b) Subjects who are compulsorily detained for treatment of either a psychiatric or physical  (eg, infectious disease) illness.",3.3.2
157,Exclusion Criteria,Eligibility criteria for this study have been carefully considered to ensure the safety of the study  subjects and that the results of the study can be used. It is imperative that subjects fully meet all  eligibility criteria.,3.3.2
158,Women of Childbearing Potential,"A Women of childbearing potential (WOCBP) is defined as any female who has experienced  menarche and who has not undergone surgical sterilization (hysterectomy or bilateral  oophorectomy) and is not postmenopausal. Menopause is defined as 24 months of amenorrhea in  a woman over age 45 years in the absence of other biological or physiological causes. In  addition, females under the age of 55 years must have a serum follicle stimulating hormone,  (FSH) level > 40mIU/mL to confirm menopause.",3.3.3
159,Women of Childbearing Potential,"*Females treated with hormone replacement therapy, (HRT) are likely to have artificially  suppressed FSH levels and may require a washout period in order to obtain a physiologic FSH  level. The duration of the washout period is a function of the type of HRT used. The duration of  the washout period below are suggested guidelines and the investigators should use their  judgement in checking serum FSH levels. If the serum FSH level is > 40 mIU/mL at any time  during the washout period, the woman can be considered postmenopausal : 1 week minimum for vaginal hormonal products (rings, creams, gels)  4 week minimum for transdermal products  8 week minimum for oral products Other parenteral products may require washout periods as long as 6 months.",3.3.3
160,Women of Childbearing Potential,  ,3.3.3
161,Concomitant Treatments,,3.4
162,Required,"Subjects must receive thrombo-embolic prophylaxis, per institutional guidelines or PI discretion.  Examples of commonly used thrombo-embolic prophylaxis medications include aspirin, low  molecular weight heparin, and vitamin K antagonists.",3.4.1
163,Required,Subjects must receive pre-medications ( Sections 4.5.1.1 and 4.5.1.2 ) prior to each dose of  elotuzumab.,3.4.1
164,Required,"3.4.2 Permitted at Investigators Discretion IV corticosteroids, diphenhydramine, or hydroxyzine, acetaminophen/paracetamol, H2  inhibitors (ie, cimetidine), leukotriene inhibitors (montelukast sodium) for the management  of infusion reactions. Additional supportive measures should be provided as indicated  including:  oxygen inhalation  epinephrine  bronchodilators  oral antiviral and antimicrobial prophylaxis  anti-emetics  and bisphosphonates.",3.4.1
165,Required,"Per the ASCO 2007 Clinical Practice Guidelines, bisphosphonate therapy should be  administered for a period of 2 years. At 2 years, the investigator should seriously consider  discontinuing bisphosphonates in subjects with at least stable disease, although further use is at  the discretion of the investigator.",3.4.1
166,Required,"Routine clinical practice for monitoring and prevention of osteonecrosis of the jaw  (ie, comprehensive dental exam, treating active oral infections, eliminating sites of high risks for  oral infection, excellent oral hygiene and avoiding invasive dental procedures while on  treatment) must be followed.",3.4.1
167,Required,"Erythropoietin (EPO) or darbepoetin (prior and ongoing use according to the package insert  and institutional guidelines)  Red blood cell or platelet transfusion  Prophylactic administration of G-CSF in a subject who is experiencing recurrent difficulties  with neutropenia, or therapeutic use in subjects with serious neutropenic complications (such  as tissue infection, sepsis syndrome or fungal infection) may be considered at the  investigator's discretion, consistent with American Society of Clinical Oncology guidelines  (American Society of Clinical Oncology 2006).",3.4.1
168,Required,  ,3.4.1
169,Prohibited and/or Restricted Treatments,,3.4.3
170,Surgery and Radiation,Use of radiotherapy or surgical intervention must be recorded on the Case Report Form.,3.4.4
171,Surgery and Radiation,"Localized radiation therapy to a site of pre-existing disease may be permitted while on study.  Following approval by the medical monitor, the patient may initiate or continue with protocol  therapy without interruption during the course of palliative radiation therapy if the investigator  believes that the risk of excessive bone marrow suppression or other toxicity is acceptable, and it  is in the best interest of the patient to do so.",3.4.4
172,Surgery and Radiation,"If the subject develops a definite increase in the size of existing bone lesions or soft tissue  plasmacytomas that meets the criteria for disease progression, treatment must be discontinued for  progressive disease regardless of whether radiation therapy is initiated.",3.4.4
173,Surgery and Radiation,"Kyphoplasty, vertebroplasty or emergency orthopedic surgery is permitted.",3.4.4
174,Discontinuation of Subjects followings any Treatment with Study Drug,"Subjects MUST discontinue investigational product (and non-investigational product at the  discretion of the investigator) for any of the following reasons: Subjects request to stop study treatment  Any clinical adverse event (AE), laboratory abnormality or intercurrent illness which, in  the opinion of the investigator, indicates that continued participation in the study is not in  the best interest of the subject  Pregnancy (Subject must discontinue elotuzumab and lenalidomide).  Termination of the study by Bristol-Myers Squibb (BMS)  Loss of ability to freely provide consent through imprisonment or involuntarily incarceration for treatment of either a psychiatric or physical (eg, infectious disease)  illness  Progressive Disease (see Section 5.5.4 for definition of disease progression).  Subjects who receive any non-protocol specified systemic anti-myeloma therapy prior to  documented progression will be discontinued from all study treatment (including  lenalidomide/dexamethasone), however, tumor assessments must continue at 4 week  intervals until documented progression.  Subjects experiencing a Grade 4 infusion reaction must discontinue elotuzumab. Subjects  may continue lenalidomide and dexamethasone treatment. Refer to Section 4.5.2.2 .",3.5
175,Discontinuation of Subjects followings any Treatment with Study Drug,"   Subjects experiencing angioedema, Grade 4 rash, exfoliative or bullous rash, Stevens  Johnson syndrome, or toxic epidermal necrolysis related to lenalidomide must  discontinue lenalidomide. Subjects in the elotuzumab arm may continue elotuzumab and  dexamethasone.  Subjects experiencing a 28-day delay in all study drugs lenalidomide, dexamethasone,  and elotuzumab due to an adverse event(s) related to study treatment must be  discontinued from study drug. Subjects experiencing delays unrelated to study therapy,  for example due to radiation therapy may delay study treatment up to 42 days. Delays  greater than 28 days must be discussed with the medical monitor.",3.5
176,Discontinuation of Subjects followings any Treatment with Study Drug,"In the case of pregnancy, the investigator must immediately notify the BMS Medical  Monitor/designee of this event. In most cases, the study drug will be permanently discontinued in  an appropriate manner. If the investigator determines a possible favorable benefit/risk ratio that  warrants continuation of study drug, a discussion between the investigator and the BMS Medical  Monitor/designee must occur.",3.5
177,Discontinuation of Subjects followings any Treatment with Study Drug,"All subjects who discontinue study drug should comply with protocol specified follow-up  procedures as outlined in Section 5 . The only exception to this requirement is when a subject  withdraws consent for all study procedures including post-treatment study follow-up or loses the  ability to consent freely (ie, is imprisoned or involuntarily incarcerated for the treatment of either  a psychiatric or physical illness).",3.5
178,Discontinuation of Subjects followings any Treatment with Study Drug,"If study drug is discontinued prior to the subjects completion of the study, the reason for the  discontinuation must be documented in the subjects medical records and entered on the  appropriate case report form (CRF) page.",3.5
179,Post Study Drug Follow up,Subjects who discontinue study drug may continue to be followed as out lined in Section 5.,3.6
180,Post Study Drug Follow up,"Subjects should be encouraged to continue participation in the trial until the protocol definition of disease progression is met ( Section 5.5.4 ). Subjects who discontinue study therapy before progression (eg, due to toxicity) should be encouraged to allow the necessary laboratory results (eg, M-protein data, radiologic data, calcium results) to be collected until progression criteria are fulfilled, even if the subject is on subsequent therapy. These data can be obtained by the subjects  local health care provider or the site staff and then analyzed and entered into the CRF/database  by the central or local lab.",3.6
181,Withdrawal of Consent,"Subjects who request to discontinue study drug will remain in the study and must continue to be  followed for protocol specified follow-up procedures. The only exception to this is when a  subject specifically withdraws consent for any further contact with him/her or persons previously  authorized by subject to provide this information. Subjects should notify the investigator of the  decision to withdraw consent from future follow-up in writing , whenever possible. The  withdrawal of consent should be explained in detail in the medical records by the investigator, as    to whether the withdrawal is from further treatment with study drug only or also from study  procedures and/or post treatment study follow-up, and entered on the appropriate CRF page. In  the event that vital status (whether the subject is alive or dead) is being measured, publicly  available information should be used to determine vital status only as appropriately directed in  accordance with local law.",3.6.1
